second,Volt
1.6645,-0.071859
1.667,-0.007538
1.6695,-0.023618
1.672,-0.064322
1.6745,-0.047739
1.677,0.015578
1.6795,0
1.682,0
1.6845,-0.039698
1.687,0
1.6895,0
1.692,-0.104523
1.6945,-0.031658
1.697,0.031658
1.6995,-0.015578
1.702,0
1.7045,0
1.707,-0.031658
1.7095,0.063819
1.712,-0.184422
1.7145,-0.208543
1.717,0.040201
1.7195,-0.024121
1.722,-0.015578
1.7245,-0.00804
1.727,0
1.7295,0.039698
1.732,0.039698
1.7345,-0.128141
1.737,0.10402
1.7395,-0.064322
1.742,0.039698
1.7445,0.023618
1.747,0
1.7495,0.023618
1.752,0.031658
1.7545,-0.064322
1.757,-0.064322
1.7595,0.039698
1.762,-0.047739
1.7645,0
1.767,0.007538
1.7695,-0.031658
1.772,0.015578
1.7745,-0.048241
1.777,-0.015578
1.7795,-0.023618
1.782,-0.168844
1.7845,0.055779
1.787,-0.023618
1.7895,-0.00804
1.792,0
1.7945,-0.00804
1.797,-0.055779
1.7995,0.063819
1.802,0.031658
1.8045,0.144724
1.807,0.063819
1.8095,-0.047739
1.812,0
1.8145,0
1.817,-0.015578
1.8195,0.039698
1.822,-0.071859
1.8245,-0.208543
1.827,0.063819
1.8295,-0.071859
1.832,0.039698
1.8345,0.007538
1.837,0
1.8395,0
1.842,-0.015578
1.8445,-0.055779
1.847,-0.08794
1.8495,0.071859
1.852,0.032161
1.8545,0.039698
1.857,-0.01608
1.8595,0
1.862,0
1.8645,-0.007538
1.867,0.023618
1.8695,-0.128643
1.872,-0.128141
1.8745,0.047739
1.877,-0.039698
1.8795,-0.015578
1.882,-0.00804
1.8845,-0.023618
1.887,0.023618
1.8895,-0.023618
1.892,-0.079899
1.8945,0.10402
1.897,0.071859
1.8995,-0.031658
1.902,0
1.9045,-0.023618
1.907,-0.023618
1.9095,0.007538
1.912,0
1.9145,0.063819
1.917,-0.048241
1.9195,-0.039698
1.922,-0.023618
1.9245,-0.00804
1.927,0.00804
1.9295,-0.015578
1.932,-0.023618
1.9345,0.055779
1.937,0.079899
1.9395,-0.11206
1.942,0.047739
1.9445,-0.031658
1.947,-0.00804
1.9495,-0.023618
1.952,-0.015578
1.9545,-0.007538
1.957,0.007538
1.9595,-0.015578
1.962,-0.007538
1.9645,-0.015578
1.967,-0.015578
1.9695,-0.01608
1.972,0
1.9745,-0.015578
1.977,-0.007538
1.9795,-0.00804
1.982,-0.015578
1.9845,-0.015578
1.987,0
1.9895,-0.01608
1.992,-0.00804
1.9945,0
1.997,-0.015578
1.9995,-0.00804
2.002,-0.015578
2.0045,-0.00804
2.007,0
2.0095,0
2.012,0
2.0145,0.007538
2.017,0
2.0195,-0.00804
2.022,-0.007538
2.0245,0
2.027,0
2.0295,-0.00804
2.032,-0.007538
2.0345,0
2.037,-0.00804
2.0395,0
2.042,0
2.0445,0.007538
2.047,0
2.0495,-0.007538
2.052,0
2.0545,-0.00804
2.057,0.007538
2.0595,0.007538
2.062,0
2.0645,-0.015578
2.067,-0.00804
2.0695,-0.007538
2.072,-0.007538
2.0745,0
2.077,-0.00804
2.0795,0
2.082,0.007538
2.0845,0
2.087,-0.023618
2.0895,0.007538
2.092,-0.00804
2.0945,-0.015578
2.097,-0.007538
2.0995,-0.015578
2.102,0
2.1045,0
2.107,0.007538
2.1095,-0.015578
2.112,-0.00804
2.1145,-0.00804
2.117,0
2.1195,0
2.122,0
2.1245,0.007538
2.127,0
2.1295,-0.007538
2.132,0
2.1345,0.007538
2.137,0
2.1395,-0.023618
2.142,-0.007538
2.1445,0
2.147,-0.007538
2.1495,0
2.152,-0.023618
2.1545,-0.007538
2.157,-0.015578
2.1595,0
2.162,-0.007538
2.1645,0
2.167,0.015578
2.1695,0
2.172,0.007538
2.1745,-0.00804
2.177,-0.00804
2.1795,0
2.182,-0.00804
2.1845,-0.015578
2.187,-0.007538
2.1895,0
2.192,0.007538
2.1945,0
2.197,0.007538
2.1995,0
2.202,-0.00804
2.2045,0.015578
2.207,0
2.2095,-0.007538
2.212,0
2.2145,0
2.217,0
2.2195,0
2.222,0
2.2245,0
2.227,0
2.2295,-0.015578
2.232,0.00804
2.2345,-0.007538
2.237,-0.007538
2.2395,0
2.242,0
2.2445,-0.00804
2.247,-0.00804
2.2495,-0.007538
2.252,0
2.2545,0
2.257,0
2.2595,-0.00804
2.262,-0.00804
2.2645,-0.007538
2.267,-0.007538
2.2695,0.00804
2.272,0
2.2745,0
2.277,0
2.2795,-0.015578
2.282,-0.007538
2.2845,0
2.287,0.007538
2.2895,-0.015578
2.292,-0.00804
2.2945,-0.007538
2.297,-0.015578
2.2995,-0.015578
2.302,0
2.3045,-0.015578
2.307,0
2.3095,-0.007538
2.312,0
2.3145,0
2.317,0.007538
2.3195,0
2.322,-0.007538
2.3245,0
2.327,0
2.3295,-0.007538
2.332,0
2.3345,-0.00804
2.337,-0.015578
2.3395,0.007538
2.342,-0.007538
2.3445,0
2.347,0
2.3495,0.015578
2.352,-0.01608
2.3545,-0.015578
2.357,0
2.3595,-0.00804
2.362,-0.00804
2.3645,-0.015578
2.367,0.007538
2.3695,0.007538
2.372,-0.00804
2.3745,-0.023618
2.377,-0.00804
2.3795,-0.015578
2.382,0
2.3845,-0.015578
2.387,0
2.3895,-0.01608
2.392,0
2.3945,0
2.397,-0.01608
2.3995,-0.007538
2.402,0
2.4045,-0.007538
2.407,0.007538
2.4095,0
2.412,-0.00804
2.4145,-0.007538
2.417,-0.00804
2.4195,-0.007538
2.422,-0.007538
2.4245,0
2.427,-0.00804
2.4295,-0.00804
2.432,0.007538
2.4345,-0.023618
2.437,-0.00804
2.4395,-0.015578
2.442,-0.00804
2.4445,0
2.447,-0.007538
2.4495,-0.00804
2.452,0
2.4545,-0.00804
2.457,0
2.4595,-0.015578
2.462,-0.00804
2.4645,-0.015578
2.467,-0.01608
2.4695,-0.015578
2.472,0
2.4745,0.007538
2.477,0
2.4795,-0.007538
2.482,-0.00804
2.4845,-0.00804
2.487,0
2.4895,-0.00804
2.492,0
2.4945,-0.00804
2.497,0.007538
2.4995,-0.00804
2.502,-0.00804
2.5045,0
2.507,0.007538
2.5095,-0.007538
2.512,-0.015578
2.5145,-0.00804
2.517,-0.007538
2.5195,-0.00804
2.522,-0.015578
2.5245,-0.00804
2.527,-0.00804
2.5295,0.007538
2.532,0
2.5345,-0.023618
2.537,-0.00804
2.5395,0.007538
2.542,-0.015578
2.5445,-0.015578
2.547,-0.00804
2.5495,-0.007538
2.552,0
2.5545,0
2.557,-0.007538
2.5595,0.007538
2.562,0
2.5645,-0.015578
2.567,-0.00804
2.5695,0
2.572,0
2.5745,0
2.577,0
2.5795,0.007538
2.582,-0.00804
2.5845,0
2.587,0.007538
2.5895,0
2.592,-0.023618
2.5945,-0.00804
2.597,0
2.5995,-0.007538
2.602,-0.00804
2.6045,0.007538
2.607,-0.007538
2.6095,0
2.612,0.007538
2.6145,0
2.617,-0.00804
2.6195,-0.00804
2.622,-0.00804
2.6245,0.015578
2.627,0
2.6295,0
2.632,0
2.6345,0
2.637,-0.00804
2.6395,-0.007538
2.642,-0.015578
2.6445,-0.024121
2.647,-0.015578
2.6495,-0.01608
2.652,-0.015578
2.6545,0.007538
2.657,-0.015578
2.6595,-0.00804
2.662,0
2.6645,-0.015578
2.667,0
2.6695,-0.00804
2.672,-0.015578
2.6745,-0.00804
2.677,-0.00804
2.6795,-0.00804
2.682,0.015578
2.6845,-0.00804
2.687,0
2.6895,-0.007538
2.692,0
2.6945,0
2.697,-0.00804
2.6995,0
2.702,-0.015578
2.7045,-0.007538
2.707,0
2.7095,-0.01608
2.712,-0.015578
2.7145,0
2.717,0
2.7195,-0.007538
2.722,-0.01608
2.7245,-0.00804
2.727,0.007538
2.7295,0
2.732,-0.015578
2.7345,-0.00804
2.737,-0.023618
2.7395,-0.015578
2.742,-0.007538
2.7445,-0.007538
2.747,0
2.7495,-0.007538
2.752,0
2.7545,-0.015578
2.757,-0.007538
2.7595,-0.007538
2.762,0
2.7645,-0.015578
2.767,-0.00804
2.7695,0
2.772,-0.00804
2.7745,0
2.777,-0.00804
2.7795,-0.007538
2.782,-0.00804
2.7845,-0.00804
2.787,-0.00804
2.7895,-0.00804
2.792,0
2.7945,0
2.797,0
2.7995,0
2.802,-0.007538
2.8045,0
2.807,-0.00804
2.8095,0.007538
2.812,-0.007538
2.8145,0
2.817,-0.00804
2.8195,-0.007538
2.822,-0.01608
2.8245,0
2.827,-0.01608
2.8295,-0.007538
2.832,-0.00804
2.8345,0
2.837,0
2.8395,0
2.842,0
2.8445,-0.007538
2.847,-0.00804
2.8495,0
2.852,-0.00804
2.8545,0.007538
2.857,-0.00804
2.8595,0.015578
2.862,-0.00804
2.8645,0.00804
2.867,-0.00804
2.8695,-0.023618
2.872,-0.015578
2.8745,-0.007538
2.877,0
2.8795,0
2.882,0
2.8845,-0.007538
2.887,0
2.8895,-0.023618
2.892,0
2.8945,-0.015578
2.897,-0.00804
2.8995,-0.007538
2.902,-0.007538
2.9045,-0.00804
2.907,0
2.9095,0
2.912,0.007538
2.9145,-0.00804
2.917,0.015578
2.9195,0
2.922,-0.01608
2.9245,0.015578
2.927,0.007538
2.9295,0
2.932,0.007538
2.9345,-0.00804
2.937,-0.00804
2.9395,-0.023618
2.942,0.007538
2.9445,-0.007538
2.947,0.007538
2.9495,-0.015578
2.952,-0.015578
2.9545,0.007538
2.957,-0.015578
2.9595,-0.007538
2.962,0.007538
2.9645,-0.007538
2.967,0
2.9695,0.007538
2.972,0
2.9745,-0.01608
2.977,0
2.9795,-0.007538
2.982,0
2.9845,-0.00804
2.987,-0.015578
2.9895,-0.007538
2.992,-0.007538
2.9945,0
2.997,0
2.9995,-0.00804
3.002,-0.00804
3.0045,-0.00804
3.007,0
3.0095,0.007538
3.012,0
3.0145,-0.015578
3.017,0
3.0195,-0.00804
3.022,-0.015578
3.0245,-0.007538
3.027,0.00804
3.0295,-0.015578
3.032,-0.00804
3.0345,-0.00804
3.037,-0.007538
3.0395,-0.015578
3.042,0.007538
3.0445,-0.015578
3.047,-0.015578
3.0495,0
3.052,0.00804
3.0545,-0.015578
3.057,0.007538
3.0595,0.023618
3.062,-0.01608
3.0645,0.007538
3.067,-0.00804
3.0695,-0.015578
3.072,0
3.0745,0
3.077,0.007538
3.0795,0.015578
3.082,0.007538
3.0845,0
3.087,0
3.0895,0
3.092,-0.023618
3.0945,0
3.097,0.007538
3.0995,-0.00804
3.102,-0.007538
3.1045,-0.00804
3.107,-0.007538
3.1095,0
3.112,-0.015578
3.1145,0.007538
3.117,-0.015578
3.1195,0.007538
3.122,0
3.1245,-0.00804
3.127,-0.01608
3.1295,0
3.132,0
3.1345,0
3.137,0.007538
3.1395,-0.01608
3.142,-0.015578
3.1445,0
3.147,-0.00804
3.1495,-0.00804
3.152,0
3.1545,-0.015578
3.157,-0.00804
3.1595,-0.00804
3.162,-0.015578
3.1645,0
3.167,-0.015578
3.1695,-0.007538
3.172,-0.00804
3.1745,0
3.177,0
3.1795,0
